,Date,Link,Title,Subtitle,Authors
129,"Friday, 2 December, 2022",https://www.ft.com/content/23a22e93-89a3-45d7-9cd2-3a67b77267fc,BREITing bad,"Relax though, this isn’t the summer of 2007",['Robin Wigglesworth']
131,"Friday, 2 December, 2022",https://www.ft.com/content/7f115a0e-65dd-4644-a002-15720232935f,Crypto exchange AAX’s freeze on withdrawals sparks desperate search for funds,Users are looking for exchange’s senior executives in an effort to recover their investment,"['Primrose Riordan', 'Chan Ho-him']"
132,"Friday, 2 December, 2022",https://www.ft.com/content/5e462252-d9e4-4c9f-bfc1-2f37f5e62d67,Breit’s blues,"Plus, can bitcoin reinflate?",['Robert Armstrong']
133,"Friday, 2 December, 2022",https://www.ft.com/content/93f50b9d-51f7-481d-8412-c15a8dc7e2d7,Blackstone’s Breit investors want their money back,"Plus, what to expect from the Wirecard trial, and Credit Suisse and HSBC take the stage at the FT banking summit",[]
134,"Friday, 2 December, 2022",https://www.ft.com/content/1ff44ac1-0d94-4fcf-a212-a07acb106152,Need to Know . . . How will I benefit from planned changes in investment advice rules?,"Questions and answers about FCA proposals for a simpler, cheaper advice regime",['Chris Flood']
135,"Friday, 2 December, 2022",https://www.ft.com/content/5568bd6b-99df-4c8b-91bc-e0b49011da80,Time for a reset of the crypto opportunity,Disruptive behaviour by some should not be allowed to spoil the opportunity in digital ledger technology,['Robin Vince']
137,"Friday, 2 December, 2022",https://www.ft.com/content/3e3ebe8f-9593-44e7-bca9-cdac0f6284ba,Gold still adds a little lustre to a very well-diversified portfolio,Volatility in prices has taken the sheen off the metal as a safe-haven asset — though the rich still like their jewellery,['Stefan Wagstyl']
138,"Friday, 2 December, 2022",https://www.ft.com/content/88c848fc-a865-4bdd-bbac-a536dd41241b,The false promises of a bank ringfencing boom,Overhauling the regulatory regime introduced after the financial crisis has plenty of risks and few obvious benefits,['Helen Thomas']
139,"Thursday, 1 December, 2022",https://www.ft.com/content/c483014a-9d09-46c1-9912-0573420f2c32,Dollar sinks as investors increase bets on slower Fed rate rises,"Sterling, yen and euro jump after duo of reports point to easing US inflationary pressure","['George Steer', 'Nicholas Megaw']"
140,"Thursday, 1 December, 2022",https://www.ft.com/content/38f87ec9-41c6-441d-a6c2-314ff0435166,Florida to pull $2bn from BlackRock in spreading ESG backlash,Republican chief financial officer says US state will take ‘business elsewhere’ in move that surprises asset manager,"['Patrick Temple-West', 'Brooke Masters']"
141,"Thursday, 1 December, 2022",https://www.ft.com/content/ff7ea0ca-caf4-4f83-83eb-d4fd5bb637b2,"Live news updates from December 1: Biden prepared to speak to Putin, Blackstone caps property fund withdrawals",Republican chief financial officer says US state will take ‘business elsewhere’ in move that surprises asset manager,"['Alexandra White', 'Steff Chávez', 'Jaren Kerr', 'Oliver Ralph', 'Sarah Provan', 'Mark Wembridge', 'Akila Quinio', 'William Langley']"
142,"Thursday, 1 December, 2022",https://www.ft.com/content/be46ebd6-2f23-4464-8e22-ab4666b1f7a0,‘We can’t take energy security for granted’: UK races to boost gas storage capacity,Reopening of Rough facility in North Sea part of effort to boost domestic resilience in face of Ukraine shock,['Nathalie Thomas']
143,"Thursday, 1 December, 2022",https://www.ft.com/content/159532e7-d4a8-47b3-aeb3-415762081c23,City minister insists Brexit will benefit financial services,Andrew Griffith says reform of EU-era insurance sector regulation will boost UK economy,"['Daniel Thomas', 'Ian Smith']"
144,"Thursday, 1 December, 2022",https://www.ft.com/content/ec37b0b9-58da-4bd6-9b15-4ad176dfbb97,Monzo chief says UK digital bank will turn a profit in 2023,FT banking summit hears of sharp turnaround in fortunes after auditors’ fears for its future,['Siddharth Venkataramakrishnan']
145,"Thursday, 1 December, 2022",https://www.ft.com/content/335b05bf-fdce-4a3d-a411-672aaffcc438,Shale pioneer Harold Hamm attacks US-Venezuela oil deal as ‘desperation’,Founder of Continental Resources says Biden administration wants to put American industry ‘out of business’,['Derek Brower']
146,"Thursday, 1 December, 2022",https://www.ft.com/content/6f62b79c-11c4-4a51-af8d-60360c200bc9,The ECJ’s gift to oligarchs under sanctions,A ruling that limits access to corporate registries is a blow in the fight against Putin,['The editorial board']
147,"Thursday, 1 December, 2022",https://www.ft.com/content/e1ddc6f0-eb0a-4d52-8971-b1d9c2cb5c02,Blackstone limits withdrawals at $125bn property fund as investors rush to exit,Private equity group sells stakes in Las Vegas casinos,"['Antoine Gara', 'Sujeet Indap']"
148,"Thursday, 1 December, 2022",https://www.ft.com/content/c2b4c0eb-fc30-4d30-afe0-175db1590926,Cancer drug company accuses US market makers of stock spoofing,"Northwest Biotherapeutics claims Citadel Securities, Virtu and others drove down its share price","['Joe Miller', 'Brooke Masters']"
149,"Thursday, 1 December, 2022",https://www.ft.com/content/3c5feabd-b219-4ce4-b715-3f6d3216319b,Foresight: alternative renewables fund is undervalued,"Asset manager should grow ebitda by almost 70% this year, on S&P Capital estimates",[]
150,"Thursday, 1 December, 2022",https://www.ft.com/content/5cf3f32b-7af1-4773-81ba-d2ecdd2849d1,Brussels seeks deal on $60 global price cap for Russian oil,"EU tries to get agreement over line after months of talks, in effort to curb Kremlin fuel revenues","['Sam Fleming', 'Andy Bounds', 'Henry Foy', 'Eleni Varvitsioti']"
152,"Thursday, 1 December, 2022",https://www.ft.com/content/c6408f41-c4ba-46b0-acb3-b7d2c43d48ef,Lloyds pension plan sold billions of assets during gilts crisis,Details of one of the biggest known disposals by a corporate scheme revealed to MPs,['Josephine Cumbo']
153,"Thursday, 1 December, 2022",https://www.ft.com/content/c196ce1a-59b8-4423-b48e-36943b8f0502,EU looks to exclude banks and funds from sustainability rules,MEPs and campaigners say ‘incomprehensible’ carve-out for financial sector weakens Brussels’ ESG goals,['Alice Hancock']
154,"Thursday, 1 December, 2022",https://www.ft.com/content/57018a7d-c95d-4920-ad0f-58aa08518386,EU gas cap: plan creates more problems than benefits,The last proposal managed to be ineffective and potentially damaging,[]
155,"Thursday, 1 December, 2022",https://www.ft.com/content/581adae6-a8d4-4bb7-b78e-386eae9aec6e,AJ Bell chief says regulator has ‘wrong solution’ to Britons hoarding cash,Warning proposal for simplified advice risks leaving savers exposed to pricier investment products,['Joshua Oliver']
157,"Thursday, 1 December, 2022",https://www.ft.com/content/91a79a5a-e4a5-4ac4-9a98-b14985212031,Price cap on Russian crude poses a conundrum for Opec+,The cartel looks likely to stay the course on output amid a storm of uncertainty in the market,"['Justin Jacobs', 'Derek Brower', 'Amanda Chu', 'Myles McCormick']"
158,"Thursday, 1 December, 2022",https://www.ft.com/content/a3831ca5-1ae8-4751-b995-8f1fbf1224cc,The Great Wall (Of Indifference),"Is China actually, truly, really uninvestable?",['Julian Rimmer']
160,"Thursday, 1 December, 2022",https://www.ft.com/content/e059d84e-8ec4-40ad-9b36-726f64323ebd,"Posting through it, crypto-Lehman edition",“I didn’t ever try to commit fraud on anyone”,['Alexandra Scaggs']
161,"Thursday, 1 December, 2022",https://www.ft.com/content/a81fb8d6-3aae-4206-ab6f-81fd07fd6b01,Emerging market stocks and bonds stage powerful rebound rally,Signs of slower interest rate rises in developed economies drive best month for EM debt in 24 years,"['Martha Muir', 'Tommy Stubbington']"
162,"Thursday, 1 December, 2022",https://www.ft.com/content/de3d4e93-1fb0-432b-8428-4f61cfacb5c9,Jay Powell is no dove,And how the yield curve might be wrong,['Robert Armstrong']
163,"Thursday, 1 December, 2022",https://www.ft.com/content/17c5f22d-0682-490b-b1db-40152c8ce0a6,SBF explains FTX’s missing money,"Plus, Wall Street gets in on the day-trading game and Nestlé fesses up to some past M&A mistakes",[]
164,"Thursday, 1 December, 2022",https://www.ft.com/content/1a501e24-c5f2-4158-b3e0-f4e4f4992e0c,Fed hints at less aggressive rate increase,Eurozone inflation falls more than expected to 10%,[]
166,"Thursday, 1 December, 2022",https://www.ft.com/content/30a358b3-54f4-419e-ba5b-d41123464469,Lukoil resumes talks with US buyout group to sell Italian refinery,Crossbridge Energy negotiating deal with Russian company for as much as €1.5bn but Rome seeks more time to close,"['James Fontanella-Khan', 'Silvia Sciorilli Borrelli', 'David Sheppard']"
167,"Thursday, 1 December, 2022",https://www.ft.com/content/a1f8e41e-483a-491b-abeb-aa95a2925bbe,Festive investment trust bargains for all the family,But do your own research before you put them in the Christmas stocking,['Moira O’Neill']
168,"Thursday, 1 December, 2022",https://www.ft.com/content/d1612ef9-4731-4ae3-b2e6-f37565204332,Emerging market investors: drop a Bric and pick up a Bimchip,Aim for a select band of countries that outperformed their peers in the past year of crisis,['David Stevenson']
169,"Thursday, 1 December, 2022",https://www.ft.com/content/96b64621-3588-4901-84f5-938712b1c879,Eased US sanctions on Venezuelan oil provide weak supply boost,Shift in policy towards Maduro government comes amid talks with opposition and global energy crunch,"['Justin Jacobs', 'Joe Parkin Daniels']"
170,"Thursday, 1 December, 2022",https://www.ft.com/content/477d1479-a471-4775-a33b-36f522ef80c0,Financial advice: Is it worth paying for?,Tell us how your experience of using an adviser worked out,['Moira O’Neill']
171,"Thursday, 1 December, 2022",https://www.ft.com/content/7ec79ce2-3968-47e2-97a6-f9bd961cc73d,Surge in nickel prices threatened to blow $2.6bn hole in key LME entity,Fullest accounting to date of incident in March shows clearing house was under severe strain,"['Harry Dempsey', 'Philip Stafford']"
172,"Thursday, 1 December, 2022",https://www.ft.com/content/ec982665-b481-4c26-877d-9a9abf48fdc5,Fidelity plans first conversions to ETFs,The firm will turn six mutual funds into exchange traded funds and lower their management fees to 50 basis points,['Sonya Swink']
173,"Thursday, 1 December, 2022",https://www.ft.com/content/a09bd3b3-1188-47d1-a2ae-645c04ab3d11,Big traders flock to US equity options with fleeting lifespans,Concerns grow over market swings as ‘zero-day’ S&P 500 contract volumes surge,"['Eric Platt', 'Nicholas Megaw']"
174,"Thursday, 1 December, 2022",https://www.ft.com/content/725a23b8-eeab-4b96-a53e-2fede690d18d,Investors need a different playbook for 2023,A new regime of greater macro and market volatility is here to stay,['Jean Boivin']
175,"Thursday, 1 December, 2022",https://www.ft.com/content/2abfb546-cd8f-4945-89f8-218607ac2768,Sam Bankman-Fried says he ‘never tried to commit fraud’ at FTX,Crypto platform’s founder admits to ‘mistakes’ during turbulent month when his company collapsed,"['Tabby Kinder', 'James Fontanella-Khan', 'Antoine Gara']"
176,"Wednesday, 30 November, 2022",https://www.ft.com/content/a4c42097-a963-46af-90c7-f0e33be947bc,Tech start-ups shun Singapore and Hong Kong for US Spacs,Blank-cheque companies in Asian financial hubs show little results,['Dylan Loh']
177,"Wednesday, 30 November, 2022",https://www.ft.com/content/3c5bf724-8113-4755-bc35-7626e7e6f8f1,US stocks record first back-to-back monthly gains since 2021,S&P 500 ends November with sharp rally after Fed chair points to smaller rate increase,"['Jaren Kerr', 'Kate Duguid', 'George Steer']"
178,"Wednesday, 30 November, 2022",https://www.ft.com/content/37fcdc87-dd01-4ba6-a40e-eb2603820f62,EU crypto framework under scrutiny by policymakers after FTX collapse,MEPs cast doubt on robustness of bloc’s incoming regulations as ECB officials criticise bitcoin’s legitimacy,"['Scott Chipolina', 'Akila Quinio']"
179,"Wednesday, 30 November, 2022",https://www.ft.com/content/26014440-9653-4d79-9e64-6fb995cc4e10,Yellen says she ‘misspoke’ in playing down chance of Twitter deal probe,Treasury secretary hints US is investigating national security risks of Elon Musk’s takeover of social media group,"['James Politi', 'Hannah Murphy']"
181,"Wednesday, 30 November, 2022",https://www.ft.com/content/ea779113-1dcb-4b20-9399-d069229f9f9f,Corporate concentration: boardroom rosters plagued by same old faces,Biden administration wants to prevent rivals colluding to push up prices or stifle competition,[]
182,"Wednesday, 30 November, 2022",https://www.ft.com/content/e9e76011-610c-4b58-aeaa-b2dbd2be905c,Eni in talks to buy Neptune Energy,Deal would be one of the biggest in oil and gas industry in recent years,"['Tom Wilson', 'Nathalie Thomas']"
183,"Wednesday, 30 November, 2022",https://www.ft.com/content/3f119879-dfae-47a7-ad9e-2ab5fac5ad0f,Bitcoin’s ‘artificially induced last gasp before the road to irrelevance’,The ECB takes no prisoners,['Robin Wigglesworth']
184,"Wednesday, 30 November, 2022",https://www.ft.com/content/d6ea1754-1a30-46a9-a73a-40ff5cf2704b,How the world’s biggest miner hopes to profit from the energy transition,A conversation with BHP chief Mike Henry,"['Patrick Temple-West', 'Gillian Tett']"
186,"Wednesday, 30 November, 2022",https://www.ft.com/content/a9e93da3-80d1-4de1-b1a4-8fc70bc1a549,Binance re-enters Japanese crypto market with deal for Sakura,Purchase comes as sector faces heightened scrutiny following collapse of FTX,"['Nikou Asgari', 'Scott Chipolina', 'Kana Inagaki']"
187,"Wednesday, 30 November, 2022",https://www.ft.com/content/34f1198c-6d36-4328-816a-e30a85ada6d7,The World Bank’s guarantee debacles,Adventures in super-seniority,['Robin Wigglesworth']
189,"Wednesday, 30 November, 2022",https://www.ft.com/content/98882508-7de9-476e-becd-5c9697870770,BoE backs strict adoption of global bank capital rules,UK final package of Basel guidelines more restrictive than those put forward by EU,['Laura Noonan']
190,"Wednesday, 30 November, 2022",https://www.ft.com/content/76e5a4b0-90d0-45ee-88f3-c819a1ea6ee7,Neural stonks predictions,Reversion-to-the-mean machine,['Robin Wigglesworth']
191,"Wednesday, 30 November, 2022",https://www.ft.com/content/6a742ff1-35d9-4565-9e7d-9f41b7411019,Investment trust Chrysalis revamps fee structure after scrutiny over bosses’ payouts,Managers were paid £117mn just before stock market turned,['Adrienne Klasa']
192,"Wednesday, 30 November, 2022",https://www.ft.com/content/4316a6b0-2ce9-4014-8b5e-d4a086f59447,Banks set to resist EU grab for a chunk of clearing business,Brussels prepares most ambitious plans post-Brexit to lure derivatives trade away from London,['Valentina Pop']
